ent,entidad,mun,municipio,presidente,partido,periodo
31,Yucatán,,Cuncunul,Eucebio Vázquez Salazar,PRI,2018-2021
31,Yucatán,,Cuzamá,María Antonia Zapata Maas,PRI,2018-2021
31,Yucatán,,Chacsinkín,Flavio Mukul Medina,PVEM,2018-2021
31,Yucatán,,Chankom,Roger Cime Mis,PRI,2018-2021
31,Yucatán,,Chapab,Manuel Hernández,PAN,2018-2021
31,Yucatán,,Chemax,Lucio Balam,PAN,2018-2021
31,Yucatán,,Chicxulub Pueblo,Guadalupe del Rosario Canto Ale,PRI,2018-2021
31,Yucatán,,Chichimilá,Samuel Uc Poot,PRI,2018-2021
31,Yucatán,,Chikindzonot,José Chan Chic,PRI,2018-2021
31,Yucatán,,Chocholá,Pedro Pech Aragón,MC,2018-2021
31,Yucatán,,Chumayel,Juan M. Uc Cruz,PAN,2018-2021
31,Yucatán,,Dzan,Luis Novelo Chelelo,PAN,2018-2021
31,Yucatán,,Dzemul,José Luis Graniel Ortega,PRI,2018-2021
31,Yucatán,,Dzidzantún,Ismael Aguilar Puc,PRI,2018-2021
31,Yucatán,,Dzilam de Bravo,Armando Herrera Rivera,PRI,2018-2021
31,Yucatán,,Dzilam González,Christian Ismael Carrillo Baeza,PRI,2018-2021
31,Yucatán,,Dzitás,Miriam Rosado Koh,PRI,2018-2021
31,Yucatán,,Dzoncauich,Gloria Magali Raz Cohuo,PRI,2018-2021
31,Yucatán,,Espita,Josué Manuel Castillo Amézquita,PRI,2018-2021
31,Yucatán,,Halachó,Rodolfo Castillo Huchim,PANAL,2018-2021
31,Yucatán,,Hocabá,Víctor Chan Cen,MORENA,2018-2021
31,Yucatán,,Hoctún,César Novelo Arana3​,PAN,2018-2021
31,Yucatán,,Homún,Manuel Chi Chin,PAN,2018-2021
31,Yucatán,,Huhí,Roger Benítez,PAN,2018-2021
31,Yucatán,,Hunucmá,Alberto Padrón,PAN,2018-2021
31,Yucatán,,Ixil,Sandra Guadalupe Tec Yam,PRI,2018-2021
31,Yucatán,,Izamal,Fermín Sosa Lugo,PRI,2018-2021
31,Yucatán,,Kanasín,William Román Pérez Cabrera,PRI,2018-2021
31,Yucatán,,Kantunil,María Raymunda Che Pech,PRI,2018-2021
31,Yucatán,,Kaua,Jorge Humberto Aguilar Perera,PRI,2018-2021
31,Yucatán,,Kinchil,Valentín Pech,PAN,2018-2021
31,Yucatán,,Kopomá,Adán Kuk Mena,PRI,2018-2021
31,Yucatán,,Mama,María Inés Pacheco Poot,PRI,2018-2021
31,Yucatán,,Maní,Arón Interián,PRD,2018-2021
31,Yucatán,,Maxcanú,Reyna Marlene de los Ángeles Catzín Cih,PRI,2018-2021
31,Yucatán,,Mayapán,Manuel Pool,PAN,2018-2021
31,Yucatán,,Mérida,Renán Barrera Concha,PAN,2018-2021
31,Yucatán,,Mocochá,Luz María Aguilar Cruz,PRI,2018-2021
31,Yucatán,,Motul,Roger Aguilar Arrollo,PRI,2018-2021
31,Yucatán,,Muna,Rubén Carrillo Sosa,PRI,2018-2021
31,Yucatán,,Muxupip,David Pech Martín,PANAL,2018-2021
31,Yucatán,,Opichén,Ricardo Ordóñez,PAN,2018-2021
31,Yucatán,,Oxkutzcab,Raúl Romero,PRD,2018-2021
31,Yucatán,,Panabá,Jorge Jiménez,PAN,2018-2021
31,Yucatán,,Peto,Edgar Calderón,PRI,2018-2021
31,Yucatán,,Progreso,Julián Zacarias Kuri,PAN,2018-2021
31,Yucatán,,Quintana Roo,Jairo Collí Abán,PRI,2018-2021
31,Yucatán,,Río Lagartos,Erik Alcocer,PAN,2018-2021
31,Yucatán,,Sacalum,Manuel Flores,PAN,2018-2021
31,Yucatán,,Samahil,Rigoberto Tún Salas,PRD,2018-2021
31,Yucatán,,Sanahcat,Landi Gamboa Moo4​,PRI,2018-2021
31,Yucatán,,San Felipe,Juana Baltazar Santos,PRI,2018-2021
31,Yucatán,,Santa Elena,Luis Sansores,PRI,2018-2021
31,Yucatán,,Seyé,Lizbeth Cauich Puch,PAN,2018-2021
31,Yucatán,,Sinanché,Felipe Rojas,PAN,2018-2021
31,Yucatán,,Sotuta,Reina Yam,PRI,2018-2021
31,Yucatán,,Sucilá,Diego Lugo Interián,PRI,2018-2021
31,Yucatán,,Sudzal,Alejandro Duarte,PRI,2018-2021
31,Yucatán,,Suma,José Pacheco Bazán,PRI,2018-2021
31,Yucatán,,Tahdziú,Pedro Yah Sabido,PRI,2018-2021
31,Yucatán,,Tahmek,Neyda Heredia Leal,PAN,2018-2021
31,Yucatán,,Teabo,Fabiola Loeza Novelo,PRI,2018-2021
31,Yucatán,,Tecoh,Felipe May,PAN,2018-2021
31,Yucatán,,Tekal de Venegas,José Antonio Aragón Uicab,PAN,2018-2021
31,Yucatán,,Tekantó,Liliana Elvira Guadalupe Araujo Lara,PRI,2018-2021
31,Yucatán,,Tekax,Diego Ávila,PRD,2018-2021
31,Yucatán,,Tekit,Armando Medina,PAN,2018-2021
31,Yucatán,,Tekom,Víctor Batún,PRI,2018-2021
31,Yucatán,,Telchac Pueblo,Juan Jacobo López Álvarez,PRI,2018-2021
31,Yucatán,,Telchac Puerto,Juan Alfredo Marrufo Díaz,PRI,2018-2021
31,Yucatán,,Temax,Wily González,PAN,2018-2021
31,Yucatán,,Temozón,Carlos Koyoc,MORENA,2018-2021
31,Yucatán,,Tepakán,Weyler Coral Manrique,PRD,2018-2021
31,Yucatán,,Tetiz,Catarino Poot Tinal,PRD,2018-2021
31,Yucatán,,Teya,Luis Nuñez Hau,PRI,2018-2021
31,Yucatán,,Ticul,Rafael Montalvo,PAN,2018-2021
31,Yucatán,,Timucuy,Seydi Maricruz Canul Uicab,PRI,2018-2021
31,Yucatán,,Tinum,Natalia Mis,PANAL,2018-2021
31,Yucatán,,Tixcacalcupul,José Tun Hoil,PRI,2018-2021
31,Yucatán,,Tixkokob,Eric Edgardo Quijano González,PRI,2018-2021
31,Yucatán,,Tixméhuac,Gaspar Panti,PRI,2018-2021
31,Yucatán,,Tixpéhual,Gerardo Alberto Concha Navarrete,PRI,2018-2021
31,Yucatán,,Tizimín,Mario González González,PRI,2018-2021
31,Yucatán,,Tunkás,Eduardo Cupul Noh,MC,2018-2021
31,Yucatán,,Tzucacab,Javier Cuy,PRD,2018-2021
31,Yucatán,,Uayma,Yamili Yvoni Cupul Vázquez,PRI,2018-2021
31,Yucatán,,Ucú,Gaspar Pinto Ojeda,PANAL,2018-2021
31,Yucatán,,Umán,Freddy Ruz Guzmán,PAN,2018-2021
31,Yucatán,,Valladolid,Enrique Ayora Sosa,MORENA,2018-2021
31,Yucatán,,Xocchel,Leydi Guadalupe Castro Gamboa5​,PRD,2018-2021
31,Yucatán,,Yaxcabá,Sansón Israel Palma Santos,PRI,2018-2021
31,Yucatán,,Yaxkukul,William Gorocica Falcón,PANAL,2018-2021
31,Yucatán,,Yobaín,Miguel Ángel May Vera,PAN,2018-2021
32,Zacatecas,,Apozol,Dora Isabel Jaúregui Estrada,PRI,2018-2021
32,Zacatecas,,Apulco,Yanet Morales Huizar,PRI,2018-2021
32,Zacatecas,,Atolinga,Alonso Castañeda Rodríguez Estrada,PVEM,2018-2021
32,Zacatecas,,Benito Juárez,José Alonzo Arellano Cortés,PAN,2018-2021
32,Zacatecas,,Calera,Reynaldo Delgadillo Moreno,PAN,2018-2021
32,Zacatecas,,Cañitas de Felipe Pescador,Marco Antonio Regis Zúñiga,PVEM,2018-2021
32,Zacatecas,,Concepción del Oro,Anastacio Maldonado Falcón,PRI,2018-2021
32,Zacatecas,,Cuauhtémoc,Juan José Álvarez Martínez,PRI,2018-2021
32,Zacatecas,,Chalchihuites,Laura Nava Reveles,PRI,2018-2021
32,Zacatecas,,Fresnillo,Saúl Monreal Ávila,MORENA,2018-2021
32,Zacatecas,,Trinidad García de la Cadena,Mario Castro Guzmán,PVEM,2018-2021
32,Zacatecas,,Genaro Codina,María Oralia López Chávez,PAN,2018-2021
32,Zacatecas,,General Enrique Estrada,Sabino Dorado Rodríguez,PAz-Zacatecas,2018-2021
32,Zacatecas,,General Francisco R. Murguía,Blas Ávalos Mireles,PRI,2018-2021
32,Zacatecas,,El Plateado de Joaquín Amaro,Luz Adriana Leaños Rodríguez,PAN,2018-2021
32,Zacatecas,,General Pánfilo Natera,Juan Pablo Contreras López,PRI,2018-2021
32,Zacatecas,,Guadalupe,Julio César Chávez Padilla,MORENA,2018-2021
32,Zacatecas,,Huanusco,Alma Delfina López Figueroa,PAN,2018-2021
32,Zacatecas,,Jalpa,Carlos Antonio Carrillo Gómez,PAN,2018-2021
32,Zacatecas,,Jerez,Antonio Aceves Sánchez,PAN,2018-2021
32,Zacatecas,,Jiménez del Teul,Victoriana Espinosa Sánchez,PRI,2018-2021
32,Zacatecas,,Juan Aldama,José Serrano Alba,PAN,2018-2021
32,Zacatecas,,Juchipila,Rafael Jiménez Nuñez,PAN,2018-2021
32,Zacatecas,,Loreto,José Luis Figueroa Rangel,PT,2018-2021
32,Zacatecas,,Luis Moya,Luis Enrique Sánchez Montoya,PAN,2018-2021
32,Zacatecas,,Mazapil,Gregorio Macías Zúñiga,PANAL,2018-2021
32,Zacatecas,,Melchor Ocampo,Guadalupe Trejo Quiroz,PANAL,2018-2021
32,Zacatecas,,Mezquital del Oro,Humberto Salas Castro,PAN,2018-2021
32,Zacatecas,,Miguel Auza,José Alfredo González Perales,MORENA,2018-2021
32,Zacatecas,,Momax,Lorena Ortega Delgado,PRI,2018-2021
32,Zacatecas,,Monte Escobedo,Ramiro Sánchez Mercado,PRI,2018-2021
32,Zacatecas,,Morelos,Eduardo Duque Torres,PANAL,2018-2021
32,Zacatecas,,Moyahua de Estrada,Norma Castañeda Romero,PAN,2018-2021
32,Zacatecas,,Nochistlán de Mejía,Armando Delgadillo Ruvalcaba,MORENA,2018-2021
32,Zacatecas,,Noria de Ángeles,Rosa Elena Flores Ruíz,PRI,2018-2021
32,Zacatecas,,Ojocaliente,Daniel López Martínez,MORENA,2018-2021
32,Zacatecas,,Pánuco,Abraham Castro Trejo,PANAL,2018-2021
32,Zacatecas,,Pinos,Herminio Briones Oliva,PRI,2018-2021
32,Zacatecas,,Río Grande,Julio César Ramírez López,PAN,2018-2021
32,Zacatecas,,Saín Alto,José Luis Salas Cordero,MORENA,2018-2021
32,Zacatecas,,El Salvador,Plutarco Zavala Torres,PVEM,2018-2021
32,Zacatecas,,Sombrerete,Manuel Alan Murillo Murillo,PRI,2018-2021
32,Zacatecas,,Susticacán,Silvia Díaz Vargas,MORENA,2018-2021
32,Zacatecas,,Tabasco,David Saúl Avelar,PAN,2018-2021
32,Zacatecas,,Tepechitlán,Silvia Quiñones Leyva,PRI,2018-2021
32,Zacatecas,,Tepetongo,Sinforiano Armenta García,PRI,2018-2021
32,Zacatecas,,Teul de González Ortega,Wendy Yazmín González Dávila,PRI,2018-2021
32,Zacatecas,,Tlaltenango de Sánchez Román,Miguel Ángel Varela Pinedo,PAN,2018-2021
32,Zacatecas,,Valparaíso,Eleuterio Ramos Leal,PAN,2018-2021
32,Zacatecas,,Vetagrande,Manuel de Jesús González Acosta,MORENA,2018-2021
32,Zacatecas,,Villa de Cos,Noé Torres Maldonado,MORENA,2018-2021
32,Zacatecas,,Villa García,Barbado Flores Lozano,PRI,2018-2021
32,Zacatecas,,Villa González Ortega,Imelda Mauricio Esparza,PAN,2018-2021
32,Zacatecas,,Villa Hidalgo,Juan Carlos Saucedo Sánchez,PRI,2018-2021
32,Zacatecas,,Villanueva,Miguel Ángel Torres Rosales,PAN,2018-2021
32,Zacatecas,,Zacatecas,Ulises Mejía Haro,MORENA,2018-2021
32,Zacatecas,,Trancoso,César Ortiz Canizales,PRI,2018-2021
32,Zacatecas,,Santa María de la Paz,Estela Carlos Carlos,PAN,2018-2021
